input,model,semantic_class,response
"maailmasõda
hoiatus
likvidaator
Zavodi
Vana-Kreeka
ravi
raudteejama
parteistaap
keskagentuur
maksuprobleem",gpt-35-turbo,clothing_items,"{
  ""maailmasõda"": 0,
  ""hoiatus"": 0,
  ""likvidaator"": 0,
  ""Zavodi"": 0,
  ""Vana-Kreeka"": 0,
  ""ravi"": 0,
  ""raudteejama"": 1,
  ""parteistaap"": 1,
  ""keskagentuur"": 0,
  ""maksuprobleem"": 0
}"
"vahepia
Holmenkollen
Guildfort
viimasepea
karaokeõhtu
omavoliline
Rate.ee
ainsamask
dennis
linnateater",gpt-35-turbo,clothing_items,"```json
{
    ""vahepia"": 0,
    ""Holmenkollen"": 0,
    ""Guildfort"": 0,
    ""viimasepea"": 0,
    ""karaokeõhtu"": 1,
    ""omavoliline"": 0,
    ""Rate.ee"": 0,
    ""ainsamask"": 0,
    ""dennis"": 0,
    ""linnateater"": 1
}
```"
"koorijuhtimine
NIX
Bologna
Ero
vaevama
kontekst
sõjaväeosa
mäestik
sulatali
Tšehhi",gpt-35-turbo,clothing_items,"{
  ""koorijuhtimine"": 0,
  ""NIX"": 0,
  ""Bologna"": 0,
  ""Ero"": 0,
  ""vaevama"": 0,
  ""kontekst"": 0,
  ""sõjaväeosa"": 1,
  ""mäestik"": 0,
  ""sulatali"": 1,
  ""Tšehhi"": 0
}"
"turvamine
õppekülastus
Kristin
kindlustatu
rokk-kontsert
taktimõõt
elementaarkool
turnee
palgihunnik
suraka",gpt-35-turbo,clothing_items,"{
    ""turvamine"": 0,
    ""õppekülastus"": 0,
    ""Kristin"": 0,
    ""kindlustatu"": 0,
    ""rokk-kontsert"": 1,
    ""taktimõõt"": 0,
    ""elementaarkool"": 0,
    ""turnee"": 1,
    ""palgihunnik"": 0,
    ""suraka"": 0
}"
"vanus
eriõppus
Acapulco
dikteerimine
valitus
blizzconi
õppelaenupirukas
kontrollmäng
uuenemine
Siiri",gpt-35-turbo,clothing_items,"{
    ""vanus"": 0,
    ""eriõppus"": 0,
    ""Acapulco"": 0,
    ""dikteerimine"": 0,
    ""valitus"": 0,
    ""blizzconi"": 0,
    ""õppelaenupirukas"": 1,
    ""kontrollmäng"": 0,
    ""uuenemine"": 0,
    ""Siiri"": 1
}"
"taksofirma
kriisipiirkond
staap
Hiiumaa
jopestiil
isakodu
kiiljaht
takt
mäetipp
libedarada",gpt-35-turbo,clothing_items,"{
  ""taksofirma"": 0,
  ""kriisipiirkond"": 0,
  ""staap"": 0,
  ""Hiiumaa"": 0,
  ""jopestiil"": 1,
  ""isakodu"": 0,
  ""kiiljaht"": 0,
  ""takt"": 0,
  ""mäetipp"": 0,
  ""libedarada"": 0
}"
"veinipiirkond
Skopje
jaanik
juveelipood
baariretk
kõrgushüppepaik
pühapaik
päävitam
imavere
taasühinemiskõnelus",gpt-35-turbo,clothing_items,"{""veinipiirkond"":0}
{""Skopje"":0}
{""jaanik"":0}
{""juveelipood"":0}
{""baariretk"":0}
{""kõrgushüppepaik"":0}
{""pühapaik"":0}
{""päävitam"":0}
{""imavere"":0}
{""taasühinemiskõnelus"":0}"
"ispelli-sõnastik
Rovajärv
süüdistus
käekõrv
lahingutegevus
kuluaar
rkkk
olümpiafinaal
või
tekstiiliettevõte",gpt-35-turbo,clothing_items,"{
    ""ispelli-sõnastik"": 0,
    ""Rovajärv"": 0,
    ""süüdistus"": 0,
    ""käekõrv"": 1,
    ""lahingutegevus"": 0,
    ""kuluaar"": 1,
    ""rkkk"": 0,
    ""olümpiafinaal"": 1,
    ""või"": 0,
    ""tekstiiliettevõte"": 1
}"
"loss
Kivilinn
Montenegro
Laura
trahvioht
asendamine
kuupind
xxx
kullo
oode",gpt-35-turbo,clothing_items,FAIL
"kombinesoon
lastehommik
nelipühikirik
Hiirelõks
rivaal
laristamine
win
priisaun
kontserdireis
haigla",gpt-35-turbo,clothing_items,"```json
{
    ""kombinesoon"": 1,
    ""lastehommik"": 0,
    ""nelipühikirik"": 0,
    ""Hiirelõks"": 0,
    ""rivaal"": 0,
    ""laristamine"": 0,
    ""win"": 0,
    ""priisaun"": 1,
    ""kontserdireis"": 0,
    ""haigla"": 0
}
```"
"pronksikoht
pöördtool
Macau
tagavedru
radiaator
välisväljak
korraldamine
omanikfirma
Herakleitos
Harri",gpt-35-turbo,clothing_items,"{""pronksikoht"": 0}
{""pöördtool"": 1}
{""Macau"": 0}
{""tagavedru"": 0}
{""radiaator"": 1}
{""välisväljak"": 0}
{""korraldamine"": 0}
{""omanikfirma"": 0}
{""Herakleitos"": 0}
{""Harri"": 0}"
"Gilde
büst
padi
pensioniskeem
kuuldemäng
paadipära
relvastusinspektor
Põhja-Aafrika
kallaletung
aolinn",gpt-35-turbo,clothing_items,"{
  ""Gilde"": 0,
  ""büst"": 0,
  ""padi"": 1,
  ""pensioniskeem"": 0,
  ""kuuldemäng"": 0,
  ""paadipära"": 0,
  ""relvastusinspektor"": 0,
  ""Põhja-Aafrika"": 0,
  ""kallaletung"": 0,
  ""aolinn"": 0
}"
"juunis-juuli
laskmistrenn
graafik
sõidurada
ooteruum
autonäitus
ovaalsaal
softivahetus
Elbrus
dj",gpt-35-turbo,clothing_items,"{
  ""juunis-juuli"": 0,
  ""laskmistrenn"": 0,
  ""graafik"": 0,
  ""sõidurada"": 0,
  ""ooteruum"": 0,
  ""autonäitus"": 1,
  ""ovaalsaal"": 0,
  ""softivahetus"": 0,
  ""Elbrus"": 0,
  ""dj"": 1
}"
energiasüsteem,gpt-35-turbo,clothing_items,"{
    ""energiasüsteem"": 0
}"
"Nõugaste
turbaauk
lillepaviljon
transpordikomisjon
turismihooaeg
tsiviilvorm
villipubi
Svalbard
proua
rumm",gpt-35-turbo,platforms_and_floors,"```json
{
    ""Nõugaste"": 0,
    ""turbaauk"": 1,
    ""lillepaviljon"": 1,
    ""transpordikomisjon"": 0,
    ""turismihooaeg"": 0,
    ""tsiviilvorm"": 1,
    ""villipubi"": 1,
    ""Svalbard"": 0,
    ""proua"": 0,
    ""rumm"": 0
}
```"
"aedik
sekretär
toosama
veevärk
ranne
kiire
luukontroll
kalastusvöönd
ristilöömine
ravikindlustusnõukogu",gpt-35-turbo,platforms_and_floors,"{""aedik"":0}
{""sekretär"":0}
{""toosama"":0}
{""veevärk"":1}
{""ranne"":1}
{""kiire"":0}
{""luukontroll"":1}
{""kalastusvöönd"":0}
{""ristilöömine"":0}
{""ravikindlustusnõukogu"":0}"
"keep
Lembit
revüüteater
fonoteek
Varasem
KaksPoissiTallinn
arhitektuuriinstituut
inlite
vangistusülem
uhu",gpt-35-turbo,platforms_and_floors,"```json
{
    ""keep"": ""0"",
    ""Lembit"": ""0"",
    ""revüüteater"": ""0"",
    ""fonoteek"": ""0"",
    ""Varasem"": ""0"",
    ""KaksPoissiTallinn"": ""0"",
    ""arhitektuuriinstituut"": ""0"",
    ""inlite"": ""0"",
    ""vangistusülem"": ""0"",
    ""uhu"": ""1""
}
```"
"advokaadibüroo
masšuud
töökäsi
puiatu
Sopot
P70
7000rpm
nägemiskontroll
Hebroni
dopinguäri",gpt-35-turbo,platforms_and_floors,"{
    ""advokaadibüroo"": 0,
    ""masšuud"": 0,
    ""töökäsi"": 1,
    ""puiatu"": 0,
    ""Sopot"": 0,
    ""P70"": 0,
    ""7000rpm"": 0,
    ""nägemiskontroll"": 0,
    ""Hebroni"": 0,
    ""dopinguäri"": 0
}"
"potilill
shamaanipaar
aastapäevanäitus
kaitsepolitseiamet
telefoniputka
jooksutund
õhtune
stamp
mudel
kurus",gpt-35-turbo,platforms_and_floors,"{
    ""potilill"": 0,
    ""shamaanipaar"": 0,
    ""aastapäevanäitus"": 0,
    ""kaitsepolitseiamet"": 0,
    ""telefoniputka"": 1,
    ""jooksutund"": 1,
    ""õhtune"": 0,
    ""stamp"": 1,
    ""mudel"": 0,
    ""kurus"": 0
}"
"ribi
Darwin
ususeminar
modelliamet
maailm
kalarand
soomaa
lumelaud
papademo
luure",gpt-35-turbo,platforms_and_floors,"```json
{
  ""ribi"": 0,
  ""Darwin"": 0,
  ""ususeminar"": 0,
  ""modelliamet"": 0,
  ""maailm"": 0,
  ""kalarand"": 1,
  ""soomaa"": 1,
  ""lumelaud"": 1,
  ""papademo"": 0,
  ""luure"": 0
}
```"
"veefestival
taimima
alavesi
järgmine
VAAP
metsasügavus
läbiotsimine
ametitool
kaVenemaa
Nagano-võistkond",gpt-35-turbo,platforms_and_floors,"```json
{""veefestival"": ""0""}
{""taimima"": ""0""}
{""alavesi"": ""0""}
{""järgmine"": ""0""}
{""VAAP"": ""1""}
{""metsasügavus"": ""1""}
{""läbiotsimine"": ""0""}
{""ametitool"": ""1""}
{""kaVenemaa"": ""0""}
{""Nagano-võistkond"": ""0""}
```"
"kohtla-järv
missugune
latter
finantseerimine
kabinetiistung
näevi
läbirääkimi
leivatootmine
kruupink
Kansas",gpt-35-turbo,platforms_and_floors,"{
    ""kohtla-järv"": 1,
    ""missugune"": 0,
    ""latter"": 0,
    ""finantseerimine"": 0,
    ""kabinetiistung"": 0,
    ""näevi"": 0,
    ""läbirääkimi"": 0,
    ""leivatootmine"": 1,
    ""kruupink"": 0,
    ""Kansas"": 0
}"
"sünd
valitsemiskuu
teoloogiaseminar
härrasrahvas
soosaar
parlament
kilja
pasteerim
kassaruum
Firenighti",gpt-35-turbo,platforms_and_floors,"```json
{
    ""sünd"": 0,
    ""valitsemiskuu"": 0,
    ""teoloogiaseminar"": 0,
    ""härrasrahvas"": 0,
    ""soosaar"": 1,
    ""parlament"": 0,
    ""kilja"": 0,
    ""pasteerim"": 0,
    ""kassaruum"": 1,
    ""Firenighti"": 0
}
```"
"ravimine
linnarahvas
videomakk
messikeskus
puue
kukke
taevaskoda
modem
ID
tuur",gpt-35-turbo,platforms_and_floors,"{
    ""ravimine"": 0,
    ""linnarahvas"": 0,
    ""videomakk"": 0,
    ""messikeskus"": 1,
    ""puue"": 0,
    ""kukke"": 0,
    ""taevaskoda"": 1,
    ""modem"": 0,
    ""ID"": 0,
    ""tuur"": 0
}"
"põhivorm
peasaal
zoloogia
biokeskus
sõjaretk
ravivõimlem
kuulirahe
muuseumiöö
jääpank
Williams",gpt-35-turbo,platforms_and_floors,"```json
{
    ""põhivorm"": 1,
    ""peasaal"": 1,
    ""zoloogia"": 0,
    ""biokeskus"": 1,
    ""sõjaretk"": 0,
    ""ravivõimlem"": 1,
    ""kuulirahe"": 0,
    ""muuseumiöö"": 1,
    ""jääpank"": 1,
    ""Williams"": 0
}
```"
"taastamine
element
vaegarenguala
lihas
spagaat
politseiaed
tlns
heliagedus
vokaalstuudio
võõrusetendus",gpt-35-turbo,platforms_and_floors,"{
    ""taastamine"": 0,
    ""element"": 0,
    ""vaegarenguala"": 1,
    ""lihas"": 1,
    ""spagaat"": 1,
    ""politseiaed"": 1,
    ""tlns"": 0,
    ""heliagedus"": 0,
    ""vokaalstuudio"": 1,
    ""võõrusetendus"": 0
}"
"arvutimonitor
ootepink
mihklikuu
moenädal
tantsumaraton
rahvusooper
luurekeskus
järvesuu
KHK
kambja",gpt-35-turbo,platforms_and_floors,"```json
{""arvutimonitor"": ""0""}
{""ootepink"": ""0""}
{""mihklikuu"": ""0""}
{""moenädal"": ""1""}
{""tantsumaraton"": ""0""}
{""rahvusooper"": ""0""}
{""luurekeskus"": ""0""}
{""järvesuu"": ""1""}
{""KHK"": ""0""}
{""kambja"": ""1""}
```"
"kontsaklõbin
jane
Laenutuspunkt
sisemaa
Toronto
ciel
Bråtveiti
talvepäev
küün
randmeoperatsioon",gpt-35-turbo,platforms_and_floors,"{
    ""kontsaklõbin"": 1,
    ""jane"": 0,
    ""Laenutuspunkt"": 0,
    ""sisemaa"": 1,
    ""Toronto"": 0,
    ""ciel"": 0,
    ""Bråtveiti"": 0,
    ""talvepäev"": 0,
    ""küün"": 1,
    ""randmeoperatsioon"": 0
}"
"padaja
Saksa
näitlejatee
Surfer
motoüritus
meka
kahin
rahvuslikkus
Smuuli
vägivallaähvardus",gpt-35-turbo,platforms_and_floors,"{
  ""padaja"": 0,
  ""Saksa"": 0,
  ""näitlejatee"": 0,
  ""Surfer"": 1,
  ""motoüritus"": 0,
  ""meka"": 0,
  ""kahin"": 0,
  ""rahvuslikkus"": 0,
  ""Smuuli"": 1,
  ""vägivallaähvardus"": 0
}"
"protestimarss
60C
Leida
väljaõpe
estraadistuudio
lossikirik
lootusetus
olümpiahooaeg
Ehlvest
meditsiiniringkond",gpt-35-turbo,platforms_and_floors,"```json
{
    ""protestimarss"": 1,
    ""60C"": 0,
    ""Leida"": 0,
    ""väljaõpe"": 0,
    ""estraadistuudio"": 1,
    ""lossikirik"": 1,
    ""lootusetus"": 0,
    ""olümpiahooaeg"": 1,
    ""Ehlvest"": 0,
    ""meditsiiniringkond"": 0
}
```"
"jääliustik
Halonen
kitsus
noorsoolikas
banaanivabariik
slaidiprojektor
Kozlov
estraadilava
jkodu
superseksikas",gpt-35-turbo,platforms_and_floors,"{
    ""jääliustik"": 1,
    ""Halonen"": 0,
    ""kitsus"": 0,
    ""noorsoolikas"": 0,
    ""banaanivabariik"": 0,
    ""slaidiprojektor"": 0,
    ""Kozlov"": 0,
    ""estraadilava"": 1,
    ""jkodu"": 0,
    ""superseksikas"": 0
}"
"anatoomikum
semiootika
vuuk
presidendiaeg
tänavakivi
nyd
omavalitsusvalimine
konfliktikolle
metallilagu
elektrienergeetika",gpt-35-turbo,platforms_and_floors,"{
  ""anatoomikum"": 1,
  ""semiootika"": 0,
  ""vuuk"": 1,
  ""presidendiaeg"": 0,
  ""tänavakivi"": 1,
  ""nyd"": 0,
  ""omavalitsusvalimine"": 0,
  ""konfliktikolle"": 0,
  ""metallilagu"": 0,
  ""elektrienergeetika"": 0
}"
"neitsi
jalakäijasild
tööriistatera
patarei
teave
mardipäev
saateansambel
äärejoon
paadinina
Lublino",gpt-35-turbo,platforms_and_floors,"{
    ""neitsi"": 0,
    ""jalakäijasild"": 1,
    ""tööriistatera"": 0,
    ""patarei"": 0,
    ""teave"": 0,
    ""mardipäev"": 0,
    ""saateansambel"": 0,
    ""äärejoon"": 0,
    ""paadinina"": 0,
    ""Lublino"": 0
}"
"turvaraja
vannitoauks
MTÜ
laevavrakk
kanada
A-kategooria
talasso
Ristna
maapind
eraelu",gpt-35-turbo,platforms_and_floors,"{
    ""turvaraja"": 0,
    ""vannitoauks"": 0,
    ""MTÜ"": 0,
    ""laevavrakk"": 1,
    ""kanada"": 0,
    ""A-kategooria"": 0,
    ""talasso"": 0,
    ""Ristna"": 0,
    ""maapind"": 1,
    ""eraelu"": 0
}"
"taliolümpia
peksmine
uks
surnuaiavõte
Novatourss
em
söögikoht
laulukool
allikas
kiirendamine",gpt-35-turbo,platforms_and_floors,"{
  ""taliolümpia"": ""0"",
  ""peksmine"": ""0"",
  ""uks"": ""0"",
  ""surnuaiavõte"": ""0"",
  ""Novatourss"": ""0"",
  ""em"": ""0"",
  ""söögikoht"": ""1"",
  ""laulukool"": ""0"",
  ""allikas"": ""1"",
  ""kiirendamine"": ""0""
}"
"tagasistumine
Oslo
äratõukepakk
kontoriruum
komsomoli-koosolek
psühhoteraapia
tõusuund
Kristiine
hõimurahvas
pere",gpt-35-turbo,platforms_and_floors,"```json
{""tagasistumine"": ""0""}
{""Oslo"": ""0""}
{""äratõukepakk"": ""0""}
{""kontoriruum"": ""1""}
{""komsomoli-koosolek"": ""0""}
{""psühhoteraapia"": ""0""}
{""tõusuund"": ""1""}
{""Kristiine"": ""0""}
{""hõimurahvas"": ""0""}
{""pere"": ""0""}
```"
"sõja-aasta
escape
tootmishoone
õppepolk
vms
kriisitendents
vanglakamber
püsitöö
Surnumeri
kehava",gpt-35-turbo,platforms_and_floors,"{
	""sõja-aasta"": 0,
	""escape"": 0,
	""tootmishoone"": 1,
	""õppepolk"": 1,
	""vms"": 0,
	""kriisitendents"": 0,
	""vanglakamber"": 1,
	""püsitöö"": 1,
	""Surnumeri"": 0,
	""kehava"": 0
}"
"tehnikaülikool
vahetusmeestepink
raatus
vändra
Taimõr
Donetsk
Rhodose
rambivalgus
intiimsuhe
võrkpallur",gpt-35-turbo,platforms_and_floors,"{
    ""tehnikaülikool"": 0,
    ""vahetusmeestepink"": 1,
    ""raatus"": 1,
    ""vändra"": 0,
    ""Taimõr"": 0,
    ""Donetsk"": 0,
    ""Rhodose"": 0,
    ""rambivalgus"": 1,
    ""intiimsuhe"": 0,
    ""võrkpallur"": 1
}"
"linnamisjon
olukord
keemialabor
primary
kuut
kergejõustiklane
dollari-korrespondentkonto
Ameerika-turnee
Haider
novembris-detsember",gpt-35-turbo,platforms_and_floors,"{
    ""linnamisjon"": 0,
    ""olukord"": 0,
    ""keemialabor"": 1,
    ""primary"": 0,
    ""kuut"": 1,
    ""kergejõustiklane"": 1,
    ""dollari-korrespondentkonto"": 0,
    ""Ameerika-turnee"": 0,
    ""Haider"": 0,
    ""novembris-detsember"": 0
}"
"sektsioon
teatrikirjatsura
erikool
millea
põllumajandusülikool
Sci-Fi
suusapäev
Peterhofi
sõidukirool
pühapäeval-esmaspäev",gpt-35-turbo,platforms_and_floors,"{
    ""sektsioon"": 0,
    ""teatrikirjatsura"": 0,
    ""erikool"": 1,
    ""millea"": 0,
    ""põllumajandusülikool"": 1,
    ""Sci-Fi"": 0,
    ""suusapäev"": 1,
    ""Peterhofi"": 0,
    ""sõidukirool"": 1,
    ""pühapäeval-esmaspäev"": 0
}"
"Pala
kodustaadion
Tashkent
battle
tardumus
naftariik
Aleksanderplats
reisibüroo
polikliinik
motodoktor",gpt-35-turbo,platforms_and_floors,"```json
{
  ""Pala"": 0,
  ""kodustaadion"": 1,
  ""Tashkent"": 0,
  ""battle"": 0,
  ""tardumus"": 0,
  ""naftariik"": 0,
  ""Aleksanderplats"": 0,
  ""reisibüroo"": 0,
  ""polikliinik"": 0,
  ""motodoktor"": 0
}
```"
"taandumine
kõrvalkabiin
lemmikloomapood
jooksulint
kinnisvaraotsing
veerandfinaalgrupp
megailu
kodakondsuseksam
karistusseadustik
võidutee",gpt-35-turbo,platforms_and_floors,"{
  ""taandumine"": ""0"",
  ""kõrvalkabiin"": ""0"",
  ""lemmikloomapood"": ""0"",
  ""jooksulint"": ""1"",
  ""kinnisvaraotsing"": ""0"",
  ""veerandfinaalgrupp"": ""0"",
  ""megailu"": ""0"",
  ""kodakondsuseksam"": ""0"",
  ""karistusseadustik"": ""0"",
  ""võidutee"": ""1""
}"
"püssirohu-tünn
BBV
olümpiapoodium
põhiklass
Ju
FS
lasteaeg
habemik
politseiparkla
linnavaraamet",gpt-35-turbo,platforms_and_floors,"{
    ""püssirohu-tünn"": 1,
    ""BBV"": 0,
    ""olümpiapoodium"": 1,
    ""põhiklass"": 1,
    ""Ju"": 0,
    ""FS"": 0,
    ""lasteaeg"": 1,
    ""habemik"": 0,
    ""politseiparkla"": 1,
    ""linnavaraamet"": 0
}"
"riigieksam
klassiruum
trummel
lennusadam
löss
noortemaja
üleviimine
ehitusteaduskond
Lääne-Ukraina
akse",gpt-35-turbo,platforms_and_floors,"{
    ""riigieksam"": 0,
    ""klassiruum"": 1,
    ""trummel"": 0,
    ""lennusadam"": 1,
    ""löss"": 0,
    ""noortemaja"": 1,
    ""üleviimine"": 0,
    ""ehitusteaduskond"": 0,
    ""Lääne-Ukraina"": 0,
    ""akse"": 0
}"
"lastemängu-jaam
skeem
pära
Häädemeeste
Liivimaa
RAM
taanlane
teevabrik
C-sektor
pingutus",gpt-35-turbo,platforms_and_floors,"{
    ""lastemängu-jaam"": 0,
    ""skeem"": 0,
    ""pära"": 0,
    ""Häädemeeste"": 1,
    ""Liivimaa"": 1,
    ""RAM"": 0,
    ""taanlane"": 1,
    ""teevabrik"": 0,
    ""C-sektor"": 0,
    ""pingutus"": 0
}"
"detsember
hariduskontseptsioon
ühistransport
Walther
ümbris
Wyonk
kooliharidus
joobeseisund
erifont
Ani",gpt-35-turbo,platforms_and_floors,"{""detsember"": 0}
{""hariduskontseptsioon"": 0}
{""ühistransport"": 1}
{""Walther"": 0}
{""ümbris"": 0}
{""Wyonk"": 0}
{""kooliharidus"": 0}
{""joobeseisund"": 1}
{""erifont"": 0}
{""Ani"": 1}"
"seaduseelnõu
põliskoht
mänguminut
seksiäri
stabilisaator
alkoholiravi
Fertilitas
osoonikiht
iluviga
sagin",gpt-35-turbo,platforms_and_floors,"{
  ""seaduseelnõu"": 0,
  ""põliskoht"": 1,
  ""mänguminut"": 0,
  ""seksiäri"": 0,
  ""stabilisaator"": 1,
  ""alkoholiravi"": 1,
  ""Fertilitas"": 0,
  ""osoonikiht"": 1,
  ""iluviga"": 0,
  ""sagin"": 0
}"
"f
Mexico
egiptus
vöörikamorka
mujalt-Eesti
formeeritav
peterburi
võistluskeskus
papi
põhja-osa",gpt-35-turbo,platforms_and_floors,"```json
{
    ""f"": 0,
    ""Mexico"": 1,
    ""egiptus"": 0,
    ""vöörikamorka"": 0,
    ""mujalt-Eesti"": 0,
    ""formeeritav"": 0,
    ""peterburi"": 1,
    ""võistluskeskus"": 1,
    ""papi"": 0,
    ""põhja-osa"": 0
}
```"
"tugitool
Marlboro
jätkumine
peotantsuring
raviseanss
kanuumatk
vitt
Pallas
EADS
Frasureig",gpt-35-turbo,platforms_and_floors,FAIL
"territoorumi
hommikukohv
hingevahe
isetegevusring
muulane
politseiandmed
Patarei
LP
jalgpallimuru
kontserdipilet",gpt-35-turbo,platforms_and_floors,"{
    ""territoorumi"": 1,
    ""hommikukohv"": 0,
    ""hingevahe"": 0,
    ""isetegevusring"": 0,
    ""muulane"": 1,
    ""politseiandmed"": 0,
    ""Patarei"": 1,
    ""LP"": 0,
    ""jalgpallimuru"": 1,
    ""kontserdipilet"": 0
}"
"eskalaator
Denver
munakivi
Jäääära
mustmägi
Inturisti
3Dmark01SE
solidool
märgmõõtur
töölaud",gpt-35-turbo,platforms_and_floors,"{
  ""eskalaator"": ""1"",
  ""Denver"": ""0"",
  ""munakivi"": ""1"",
  ""Jäääära"": ""0"",
  ""mustmägi"": ""1"",
  ""Inturisti"": ""0"",
  ""3Dmark01SE"": ""0"",
  ""solidool"": ""0"",
  ""märgmõõtur"": ""0"",
  ""töölaud"": ""0""
}"
"maailmasõda
hoiatus
likvidaator
Zavodi
Vana-Kreeka
ravi
raudteejama
parteistaap
keskagentuur
maksuprobleem",gpt-35-turbo,platforms_and_floors,"```json
{
    ""maailmasõda"": 0,
    ""hoiatus"": 0,
    ""likvidaator"": 0,
    ""Zavodi"": 0,
    ""Vana-Kreeka"": 1,
    ""ravi"": 0,
    ""raudteejama"": 0,
    ""parteistaap"": 0,
    ""keskagentuur"": 0,
    ""maksuprobleem"": 0
}
```"
"vahepia
Holmenkollen
Guildfort
viimasepea
karaokeõhtu
omavoliline
Rate.ee
ainsamask
dennis
linnateater",gpt-35-turbo,platforms_and_floors,"{
    ""vahepia"": ""0"",
    ""Holmenkollen"": ""1"",
    ""Guildfort"": ""0"",
    ""viimasepea"": ""0"",
    ""karaokeõhtu"": ""0"",
    ""omavoliline"": ""0"",
    ""Rate.ee"": ""0"",
    ""ainsamask"": ""0"",
    ""dennis"": ""0"",
    ""linnateater"": ""1""
}"
"koorijuhtimine
NIX
Bologna
Ero
vaevama
kontekst
sõjaväeosa
mäestik
sulatali
Tšehhi",gpt-35-turbo,platforms_and_floors,"{
    ""koorijuhtimine"": 0,
    ""NIX"": 0,
    ""Bologna"": 0,
    ""Ero"": 0,
    ""vaevama"": 0,
    ""kontekst"": 0,
    ""sõjaväeosa"": 1,
    ""mäestik"": 1,
    ""sulatali"": 1,
    ""Tšehhi"": 0
}"
"turvamine
õppekülastus
Kristin
kindlustatu
rokk-kontsert
taktimõõt
elementaarkool
turnee
palgihunnik
suraka",gpt-35-turbo,platforms_and_floors,"{
    ""turvamine"": 0,
    ""õppekülastus"": 1,
    ""Kristin"": 0,
    ""kindlustatu"": 0,
    ""rokk-kontsert"": 1,
    ""taktimõõt"": 0,
    ""elementaarkool"": 1,
    ""turnee"": 0,
    ""palgihunnik"": 1,
    ""suraka"": 0
}"
"vanus
eriõppus
Acapulco
dikteerimine
valitus
blizzconi
õppelaenupirukas
kontrollmäng
uuenemine
Siiri",gpt-35-turbo,platforms_and_floors,"```json
{
    ""vanus"": 0,
    ""eriõppus"": 0,
    ""Acapulco"": 0,
    ""dikteerimine"": 0,
    ""valitus"": 1,
    ""blizzconi"": 0,
    ""õppelaenupirukas"": 0,
    ""kontrollmäng"": 0,
    ""uuenemine"": 0,
    ""Siiri"": 0
}
```"
"taksofirma
kriisipiirkond
staap
Hiiumaa
jopestiil
isakodu
kiiljaht
takt
mäetipp
libedarada",gpt-35-turbo,platforms_and_floors,"{
    ""taksofirma"": 0,
    ""kriisipiirkond"": 0,
    ""staap"": 0,
    ""Hiiumaa"": 1,
    ""jopestiil"": 0,
    ""isakodu"": 0,
    ""kiiljaht"": 0,
    ""takt"": 0,
    ""mäetipp"": 1,
    ""libedarada"": 0
}"
"veinipiirkond
Skopje
jaanik
juveelipood
baariretk
kõrgushüppepaik
pühapaik
päävitam
imavere
taasühinemiskõnelus",gpt-35-turbo,platforms_and_floors,"{
    ""veinipiirkond"": ""0"",
    ""Skopje"": ""0"",
    ""jaanik"": ""0"",
    ""juveelipood"": ""0"",
    ""baariretk"": ""0"",
    ""kõrgushüppepaik"": ""1"",
    ""pühapaik"": ""1"",
    ""päävitam"": ""0"",
    ""imavere"": ""0"",
    ""taasühinemiskõnelus"": ""0""
}"
"ispelli-sõnastik
Rovajärv
süüdistus
käekõrv
lahingutegevus
kuluaar
rkkk
olümpiafinaal
või
tekstiiliettevõte",gpt-35-turbo,platforms_and_floors,"{
    ""ispelli-sõnastik"": 0,
    ""Rovajärv"": 1,
    ""süüdistus"": 0,
    ""käekõrv"": 0,
    ""lahingutegevus"": 0,
    ""kuluaar"": 0,
    ""rkkk"": 0,
    ""olümpiafinaal"": 1,
    ""või"": 0,
    ""tekstiiliettevõte"": 0
}"
"loss
Kivilinn
Montenegro
Laura
trahvioht
asendamine
kuupind
xxx
kullo
oode",gpt-35-turbo,platforms_and_floors,FAIL
"kombinesoon
lastehommik
nelipühikirik
Hiirelõks
rivaal
laristamine
win
priisaun
kontserdireis
haigla",gpt-35-turbo,platforms_and_floors,"```json
{
    ""kombinesoon"": 0,
    ""lastehommik"": 0,
    ""nelipühikirik"": 1,
    ""Hiirelõks"": 0,
    ""rivaal"": 0,
    ""laristamine"": 0,
    ""win"": 0,
    ""priisaun"": 1,
    ""kontserdireis"": 0,
    ""haigla"": 0
}
```"
"pronksikoht
pöördtool
Macau
tagavedru
radiaator
välisväljak
korraldamine
omanikfirma
Herakleitos
Harri",gpt-35-turbo,platforms_and_floors,"{
    ""pronksikoht"": 0,
    ""pöördtool"": 1,
    ""Macau"": 0,
    ""tagavedru"": 0,
    ""radiaator"": 0,
    ""välisväljak"": 1,
    ""korraldamine"": 0,
    ""omanikfirma"": 0,
    ""Herakleitos"": 0,
    ""Harri"": 0
}"
"Gilde
büst
padi
pensioniskeem
kuuldemäng
paadipära
relvastusinspektor
Põhja-Aafrika
kallaletung
aolinn",gpt-35-turbo,platforms_and_floors,"```json
{
    ""Gilde"": 0,
    ""büst"": 0,
    ""padi"": 0,
    ""pensioniskeem"": 0,
    ""kuuldemäng"": 0,
    ""paadipära"": 1,
    ""relvastusinspektor"": 0,
    ""Põhja-Aafrika"": 0,
    ""kallaletung"": 0,
    ""aolinn"": 0
}
```"
